CategoryID,CategoryName,SelectedModel,SelectedModelGroup,SelectedMeanRMSE,SelectedMeanMAE,SelectedMeanMAPE,SelectedMeanR2,BestMAEModel,BestMAE,BestMAPEModel,BestMAPE,BestR2Model,BestR2,BestBaselineRMSEModel,BestBaselineRMSE,DeltaRMSEvsBestBaseline,DeltaMAEvsBestBaseline,TradeoffSummary
2,UberX,LightGBM,advanced,11.876981184015357,6.30404979649564,18.732910936525883,0.7905542125059539,LightGBM,6.30404979649564,LightGBM,18.732910936525883,LightGBM,0.7905542125059539,Lasso,14.79994208179637,-2.9229608977810138,-1.6901848978852279,Runner-up por RMSE: RandomForest (12.0872)
4,Uber Black,LightGBM,advanced,10.600320539906871,6.356866368357137,11.459667314206374,0.9267903029952786,LightGBM,6.356866368357137,RandomForest,11.231646337743188,LightGBM,0.9267903029952786,Ridge,14.642894583031486,-4.042574043124615,-3.556462437761967,MAPE melhor em RandomForest (11.23%) | Runner-up por RMSE: RandomForest (11.1014)
9,Uber Comfort,LightGBM,advanced,7.467380944495092,4.14988102026558,8.334697900482048,0.9576650404434528,LightGBM,4.14988102026558,RandomForest,8.26754937963953,LightGBM,0.9576650404434528,LinearRegression,9.203399776233145,-1.7360188317380523,-1.4553162808409192,MAPE melhor em RandomForest (8.27%) | Runner-up por RMSE: XGBoost (7.5997)
