date,unique_rides,estimative_rows,mean_price,median_price,p95_price,weekday,month,unique_rides_7d_ma,mean_price_14d_ma
2022-04-22,155,1695,51.74307374631268,31.5,122.5,Friday,2022-04,196.14285714285714,53.16891794077282
2022-04-23,60,568,33.654225352112675,27.0,87.12349999999999,Saturday,2022-04,195.71428571428572,52.38795362138145
2022-04-24,46,499,36.0587374749499,29.03,83.09999999999997,Sunday,2022-04,194.71428571428572,52.045733213684215
2022-04-25,307,3491,41.54511601260384,29.25,119.13499999999999,Monday,2022-04,194.42857142857142,50.739470891753236
2022-04-26,400,4505,47.65565815760266,32.5,129.45000000000005,Tuesday,2022-04,196.57142857142858,49.1830768653321
2022-04-27,345,3882,53.737539927872234,33.25,175.5,Wednesday,2022-04,202.57142857142858,47.02847743355231
2022-04-28,393,4669,44.02754122938531,30.79,119.69199999999994,Thursday,2022-04,243.71428571428572,45.10024046527927
2022-04-29,345,3929,46.43574700941715,32.5,124.5,Friday,2022-04,270.85714285714283,44.92110348614129
2022-04-30,87,883,43.09039637599094,30.5,118.33,Saturday,2022-04,274.7142857142857,45.41107426292761
2022-05-01,34,325,59.422584615384615,52.5,148.13200000000003,Sunday,2022-05,273.0,45.35467681144293
2022-05-02,331,3755,51.08805326231691,33.5,130.15,Monday,2022-05,276.42857142857144,46.350284027408
2022-05-03,365,4312,45.6369689239332,34.650000000000006,115.98,Tuesday,2022-05,271.42857142857144,46.39028831835133
2022-05-04,510,5640,43.248147163120564,30.5,107.81300000000002,Wednesday,2022-05,295.0,46.09693531538014
2022-05-05,493,5707,45.060487121079376,36.0,109.5,Thursday,2022-05,309.2857142857143,45.886019740863
2022-05-06,352,4051,46.106262651197234,33.58,119.14500000000001,Friday,2022-05,310.2857142857143,45.48339037692619
2022-05-07,126,1341,40.01310216256525,29.67,99.5,Saturday,2022-05,315.85714285714283,45.93759586338708
2022-05-08,72,704,37.47649147727273,28.665,94.23400000000005,Sunday,2022-05,321.2857142857143,46.038864006410144
2022-05-09,320,3487,47.16621164324634,34.08,106.0,Monday,2022-05,319.7142857142857,46.44037083717033
2022-05-10,473,5489,46.61706503916925,32.5,120.12599999999988,Tuesday,2022-05,335.14285714285717,46.36618561442508
2022-05-11,371,4341,44.37205712969362,33.5,108.0,Wednesday,2022-05,315.2857142857143,45.697222557412324
2022-05-12,415,4689,45.0553636169759,33.37,116.92,Thursday,2022-05,304.14285714285717,45.77063844224023
2022-05-13,387,4569,50.371969796454366,36.5,123.86399999999921,Friday,2022-05,309.14285714285717,46.051797212742876
2022-05-14,103,1093,49.358362305580975,35.5,123.78399999999995,Saturday,2022-05,305.85714285714283,46.499509064856454
2022-05-15,79,816,56.46104166666667,35.894999999999996,211.45,Sunday,2022-05,306.85714285714283,46.287970282805176
2022-05-16,371,4295,47.01653317811409,29.03,140.46499999999946,Monday,2022-05,314.14285714285717,45.997147419647824
2022-05-17,472,5553,46.012076355123355,32.2,121.28999999999988,Tuesday,2022-05,314.0,46.02394080758999
2022-05-18,420,4821,44.59415473968057,31.26,108.0,Wednesday,2022-05,321.0,46.120084205915695
2022-05-19,461,5216,44.82554447852761,31.5,111.28,Thursday,2022-05,327.57142857142856,46.10330258859057
2022-05-20,326,3671,48.95235085807681,36.0,129.61,Friday,2022-05,318.85714285714283,46.30659460336768
2022-05-21,89,930,46.33250537634409,35.5,119.74,Saturday,2022-05,316.85714285714283,46.75798054720902
2022-05-22,40,360,47.5505,25.43,145.55,Sunday,2022-05,311.2857142857143,47.477552584546686
2022-05-23,320,3409,47.38601056028161,32.87,110.0,Monday,2022-05,304.0,47.49325250719206
2022-05-24,417,4497,41.547240382477206,28.5,99.52799999999998,Tuesday,2022-05,296.14285714285717,47.1311221745712
2022-05-25,471,5325,38.27618028169014,28.91,96.7,Wednesday,2022-05,303.42857142857144,46.69570239971381
2022-05-26,610,7304,47.888688389923324,34.235,126.32,Thursday,2022-05,324.7142857142857,46.89808274063863
2022-05-27,507,5941,56.02224877966672,42.97,127.73,Friday,2022-05,350.57142857142856,47.30167409658237
2022-05-28,72,680,41.96483823529412,34.5,98.3005,Saturday,2022-05,348.14285714285717,46.773565234419024
2022-05-29,53,561,67.624064171123,48.5,199.0,Sunday,2022-05,350.0,47.57092398473733
2022-05-30,257,2605,49.00462188099808,33.5,106.0,Monday,2022-05,341.0,47.71293032065762
2022-05-31,274,3061,50.579127736033975,38.5,132.54,Tuesday,2022-05,320.57142857142856,48.03914827643694
2022-06-01,281,3031,40.10971296601782,30.13,103.675,Wednesday,2022-06,293.42857142857144,47.71883100688961
2022-06-02,382,4214,48.60212861888942,32.49,121.75299999999997,Thursday,2022-06,260.85714285714283,47.98858701691545
2022-06-03,351,3813,52.50348544453187,33.0,107.52,Friday,2022-06,238.57142857142858,48.24223948737653
2022-06-04,98,987,42.19909827760892,31.5,103.69999999999993,Saturday,2022-06,242.28571428571428,47.94699612318116
2022-06-05,67,594,36.99981481481481,27.5,79.40200000000002,Sunday,2022-06,244.28571428571428,47.19337575281079
2022-06-06,381,3687,46.8806346623271,31.5,130.05599999999998,Monday,2022-06,262.0,47.15727747438547
2022-06-07,401,4333,52.45930994691899,32.5,126.87399999999992,Tuesday,2022-06,280.14285714285717,47.93671101470274
2022-06-08,450,5187,51.62737613263929,37.0,139.0,Wednesday,2022-06,304.2857142857143,48.8903678611991
2022-06-09,427,4871,56.6380784233217,41.0,153.69,Thursday,2022-06,310.7142857142857,49.51532429215613
2022-06-10,328,3542,47.62354884246188,32.5,137.0984999999999,Friday,2022-06,307.42857142857144,48.915417153784354
2022-06-11,93,981,46.087084607543325,36.0,107.99,Saturday,2022-06,306.7142857142857,49.20986332323073
2022-06-12,55,555,53.803243243243244,42.0,142.0499999999996,Sunday,2022-06,305.0,48.22266182838217
2022-06-13,265,2815,59.29590408525755,36.5,126.79,Monday,2022-06,288.42857142857144,48.957753414400706
2022-06-14,332,3677,56.0938020125102,35.5,135.3,Tuesday,2022-06,278.57142857142856,49.351658719863295
